numero,nombre,edad,teamTo,teamFrom,leagueTo,leagueFrom,totalCost, year,
99,Jeffrey Schlupp,24,Crystal Palace,Leicester,Premier League,Premier League,13.80.,2016,
100,Roberto Soriano,25,Villarreal CF,Sampdoria,LaLiga,Serie A,13.75.,2016,
101,Leon Bailey,19,Bay. Leverkusen,KRC Genk,1.Bundesliga,Jupiler Pro League,13.50.,2016,
102,Stevan Jovetic,27,Inter,Man City,Serie A,Premier League,13.50.,2016,
103,Nathan Redmond,22,Southampton,Norwich,Premier League,Championship,13.50.,2016,
104,Stephan El Shaarawy,23,AS Roma,AC Milan,Serie A,Serie A,13.00.,2016,
105,Roberto Pereyra,25,Watford,Juventus,Premier League,Serie A,13.00.,2016,
106,Jasper Cillessen,27,FC Barcelona,AFC Ajax,LaLiga,Eredivisie,13.00.,2016,
107,Nicola Sansone,24,Villarreal CF,Sassuolo,LaLiga,Serie A,13.00.,2016,
108,Benjamin Mendy,21,Monaco,Marseille,Ligue 1,Ligue 1,13.00.,2016,
109,Rodolfo Pizarro,22,Guadalajara,CF Pachuca,Liga MX Clausura,Liga MX Clausura,13.00.,2016,
110,Yannick Gerhardt,22,VfL Wolfsburg,1. FC Koln,1.Bundesliga,1.Bundesliga,13.00.,2016,
111,Jonathan Kodjia,26,Aston Villa,Bristol City,Championship,Championship,12.90.,2016,
112,Fernando,24,Spartak Moscow,Sampdoria,Premier Liga,Serie A,12.50.,2016,
113,Yunus Malli,24,VfL Wolfsburg,1.FSV Mainz 05,1.Bundesliga,1.Bundesliga,12.50.,2016,
114,Jannik Vestergaard,23,Bor. M'gladbach,Werder Bremen,1.Bundesliga,1.Bundesliga,12.50.,2016,
115,Yongpo Wang,30,TJ Quanjian,SD Luneng,Super League,Super League,12.44.,2016,
116,Riechedly Bazoer,20,VfL Wolfsburg,AFC Ajax,1.Bundesliga,Eredivisie,12.00.,2016,
117,Manuel Lanzini,23,West Ham,Al-Jazira,Premier League,UAE Gulf League,12.00.,2016,
118,Raphael Guerreiro,22,Bor. Dortmund,FC Lorient,1.Bundesliga,Rel. Ligue 1,12.00.,2016,
119,Sebastian Rode,25,Bor. Dortmund,Bayern Munich,1.Bundesliga,1.Bundesliga,12.00.,2016,
120,Maicon,27,Sao Paulo,FC Porto,Serie A,Liga NOS,12.00.,2016,
121,Brown Ideye,28,TJ Teda,Olympiacos,Super League,Super League,12.00.,2016,
122,Matt Ritchie,26,Newcastle,Bournemouth,Championship,Premier League,12.00.,2016,
123,Robert Snodgrass,29,West Ham,Hull City,Premier League,Premier League,12.00.,2016,
124,Dwight Gayle,25,Newcastle,Crystal Palace,Championship,Premier League,12.00.,2016,
125,David Neres,19,AFC Ajax,Sao Paulo,Eredivisie,Serie A,12.00.,2016,
126,Joaquin Correa,21,Sevilla FC,Sampdoria,LaLiga,Serie A,11.80.,2016,
127,Jeff Hendrick,24,Burnley,Derby,Premier League,Championship,11.80.,2016,
128,James Tomkins,27,Crystal Palace,West Ham,Premier League,Premier League,11.70.,2016,
129,Jeffrey Bruma,24,VfL Wolfsburg,PSV Eindhoven,1.Bundesliga,Eredivisie,11.50.,2016,
130,Anthony Ujah,25,Liaoning FC,Werder Bremen,Super League,1.Bundesliga,11.50.,2016,
131,Jake Livermore,27,West Brom,Hull City,Premier League,Premier League,11.50.,2016,
132,Min Cui,27,SZ FC,YB Funde,League One,Super League,11.50.,2016,
133,Edin Dzeko,30,AS Roma,Man City,Serie A,Premier League,11.00.,2016,
134,Hakim Ziyech,23,AFC Ajax,FC Twente,Eredivisie,Eredivisie,11.00.,2016,
135,Kamil Glik,28,Monaco,Torino,Ligue 1,Serie A,11.00.,2016,
136,Bas Dost,27,Sporting CP,VfL Wolfsburg,Liga NOS,1.Bundesliga,11.00.,2016,
137,Georges-Kevin N'Koudou,21,Spurs,Marseille,Premier League,Ligue 1,11.00.,2016,
138,Mingjian Zhao,29,HB CFFC,SD Luneng,Super League,Super League,10.95.,2016,
139,Hang Ren,27,HB CFFC,JS Suning,Super League,Super League,10.75.,2016,
140,Carlos Tevez,32,SH Shenhua,Boca Juniors,Super League,Primera Division,10.50.,2016,
141,Cristian Ansaldi,29,Inter,Genoa,Serie A,Serie A,10.50.,2016,
142,Patrick van Aanholt,26,Crystal Palace,Sunderland,Premier League,Premier League,10.50.,2016,
143,Marten de Roon,25,Middlesbrough,Atalanta,Premier League,Serie A,10.50.,2016,
144,Scott Hogan,24,Aston Villa,Brentford,Championship,Championship,10.50.,2016,
145,Kyung-Won Kwon,24,TJ Quanjian,Al-Ahli (UAE),Super League,UAE Gulf League,10.50.,2016,
146,Wenzhao Zhang,29,GZ Evergrande,SD Luneng,Super League,Super League,10.40.,2016,
147,Dennis Praet,22,Sampdoria,RSC Anderlecht,Serie A,Jupiler Pro League,10.00.,2016,
148,Timo Werner,20,RB Leipzig,VfB Stuttgart,1.Bundesliga,2.Bundesliga,10.00.,2016,
149,Maxime Lestienne,24,Rubin Kazan,Al-Arabi,Premier Liga,Stars League,10.00.,2016,
150,Giovani Lo Celso,20,Paris SG,CA Rosario,Ligue 1,Primera Division,10.00.,2016,
151,Lorenzo Tonelli,26,SSC Napoli,FC Empoli,Serie A,Serie A,10.00.,2016,
152,Dayot Upamecano,18,RB Leipzig,RB Salzburg,1.Bundesliga,Bundesliga,10.00.,2016,
153,Andrej Kramaric,25,TSG Hoffenheim,Leicester,1.Bundesliga,Premier League,10.00.,2016,
154,Ruben Rochina,25,Rubin Kazan,Granada CF,Premier Liga,LaLiga,10.00.,2016,
155,Miguel Borja,24,Palmeiras,Atl. Nacional,Serie A,Liga Aguila I,9.85.,2016,
156,Eder,29,Inter,Sampdoria,Serie A,Serie A,9.80.,2016,
157,Mario Lemina,22,Juventus,Marseille,Serie A,Ligue 1,9.80.,2016,
158,Emre Mor,18,Bor. Dortmund,Nordsjaelland,1.Bundesliga,Superligaen,9.75.,2016,
159,Chenglin Zhang,29,GZ Evergrande,BJ Renhe,Super League,League One,9.65.,2016,
160,Ganso,26,Sevilla FC,Sao Paulo,LaLiga,Serie A,9.50.,2016,
161,Papy Djilobodji,27,Sunderland,Chelsea,Premier League,Premier League,9.50.,2016,
162,Ciro Immobile,26,Lazio,Sevilla FC,Serie A,LaLiga,9.45.,2016,
163,Matej Vydra,24,Derby,Watford,Championship,Premier League,9.40.,2016,
164,Alex Pritchard,23,Norwich,Spurs,Championship,Premier League,9.40.,2016,
165,James Chester,27,Aston Villa,West Brom,Championship,Premier League,9.30.,2016,
166,Walace,21,Hamburger SV,Gremio,1.Bundesliga,Serie A,9.20.,2016,
167,Jose Fonte,33,West Ham,Southampton,Premier League,Premier League,9.20.,2016,
168,Nicolas Lopez,22,Internacional,Udinese Calcio,Serie A,Serie A,9.09.,2016,
169,Hongbo Yin,27,HB CFFC,HN Jianye,Super League,Super League,9.05.,2016,
170,Miranda,31,Inter,Atletico Madrid,Serie A,LaLiga,9.00.,2016,
171,Adem Ljajic,24,Torino,AS Roma,Serie A,Serie A,9.00.,2016,
172,Morgan Sanson,22,Marseille,Montpellier,Ligue 1,Ligue 1,9.00.,2016,
173,Antonio Rudiger,23,AS Roma,VfB Stuttgart,Serie A,2.Bundesliga,9.00.,2016,
174,Diego Perotti,27,AS Roma,Genoa,Serie A,Serie A,9.00.,2016,
175,Wissam Ben Yedder,25,Sevilla FC,Toulouse,LaLiga,Ligue 1,9.00.,2016,
176,Sven Kums,28,Watford,KAA Gent,Premier League,Jupiler Pro League,9.00.,2016,
177,Gianluca Lapadula,26,AC Milan,Pescara,Serie A,Serie A,9.00.,2016,
178,Kamil Grosicki,28,Hull City,Stade Rennais,Premier League,Ligue 1,9.00.,2016,
179,Daryl Janmaat,27,Watford,Newcastle,Premier League,Championship,8.90.,2016,
180,Roger Martinez,22,JS Suning,Racing Club,Super League,Primera Division,8.90.,2016,
181,Nicolae Stanciu,23,RSC Anderlecht,FCS Bucharest,Jupiler Pro League,Liga 1 - Championship group,8.80.,2016,
182,Ademola Lookman,19,Everton,Charlton,Premier League,League One,8.80.,2016,
183,Steven Defour,28,Burnley,RSC Anderlecht,Premier League,Jupiler Pro League,8.60.,2016,
184,Alexander Isak,17,Bor. Dortmund,AIK Solna,1.Bundesliga,Allsvenskan,8.60.,2016,
185,Nani,29,Valencia CF,Fenerbahce,LaLiga,Super Lig,8.50.,2016,
186,Idrissa Gueye,26,Everton,Aston Villa,Premier League,Championship,8.50.,2016,
187,Emanuel Mammana,20,Olympique Lyon,River Plate,Ligue 1,Primera Division,8.50.,2016,
188,Diego Laxalt,23,Genoa,Inter,Serie A,Serie A,8.50.,2016,
189,Borek Dockal,28,HN Jianye,Sparta Praha,Super League,HET Liga,8.50.,2016,
190,Jorge,20,Monaco,Flamengo,Ligue 1,Serie A,8.50.,2016,
191,Gustavo Gomez,23,AC Milan,CA Lanus,Serie A,Primera Division,8.50.,2016,
192,Oscar Romero,24,SH Shenhua,Racing Club,Super League,Primera Division,8.40.,2016,
193,Taiyan Jin,27,BJ Sinobo Guoan,Liaoning FC,Super League,Super League,8.28.,2016,
194,Yang Yu,27,BJ Sinobo Guoan,GZ R&F;,Super League,Super League,8.27.,2016,
195,Adama Traore,20,Middlesbrough,Aston Villa,Premier League,Championship,8.25.,2016,
196,Gianluca Caprari,22,Inter,Pescara,Serie A,Serie A,8.25.,2016,
197,Yanic Wildschut,25,Norwich,Wigan,Championship,Championship,8.20.,2016,
198,Shilin Sun,28,SH Shenhua,Liaoning FC,Super League,Super League,8.20.,2016,
199,Marc Bartra,25,Bor. Dortmund,FC Barcelona,1.Bundesliga,LaLiga,8.00.,2016,
200,Tomas Rincon,28,Juventus,Genoa,Serie A,Serie A,8.00.,2016,
201,Remy Cabella,26,Marseille,Newcastle,Ligue 1,Championship,8.00.,2016,
202,Ivan Cavaleiro,22,Wolves,Monaco,Championship,Ligue 1,8.00.,2016,
203,Benjamin Stambouli,26,FC Schalke 04,Paris SG,1.Bundesliga,Ligue 1,8.00.,2016,
204,Alisson,23,AS Roma,Internacional,Serie A,Serie A,8.00.,2016,
205,Andy Delort,24,Tigres,SM Caen,Liga MX Clausura,Ligue 1,8.00.,2016,
206,Hernanes,31,HB CFFC,Juventus,Super League,Serie A,8.00.,2016,
207,Alfred N'Diaye,26,Villarreal CF,Real Betis,LaLiga,LaLiga,8.00.,2016,
208,Wallace,21,Lazio,Braga,Serie A,Liga NOS,8.00.,2016,
209,Hernani,22,Zenit S-Pb,Atletico-PR,Premier Liga,Serie A,8.00.,2016,
210,Dodo,24,Inter,AS Roma,Serie A,Serie A,7.80.,2016,
211,Jose Sosa,31,AC Milan,Besiktas,Serie A,Super Lig,7.50.,2016,
212,Max Kruse,28,Werder Bremen,VfL Wolfsburg,1.Bundesliga,1.Bundesliga,7.50.,2016,
213,Antonio Sanabria,20,Real Betis,AS Roma,LaLiga,Serie A,7.50.,2016,
214,Timothee Kolodziejczak,25,Bor. M'gladbach,Sevilla FC,1.Bundesliga,LaLiga,7.50.,2016,
215,Douglas Santos,22,Hamburger SV,Atletico-MG,1.Bundesliga,Serie A,7.50.,2016,
216,Miguel Almiron,22,Atlanta United,CA Lanus,MLS,Primera Division,7.50.,2016,
217,Malick Evouna,23,TJ Teda,Ahly,Super League,Premier League,7.25.,2016,
218,Eran Zahavi,28,GZ R&F;,M. Tel Aviv,Super League,Ligat ha'Al,7.23.,2016,
219,Cristian Espinoza,21,Villarreal CF,CA Huracan,LaLiga,Primera Division,7.20.,2016,
220,Diogo Jota,19,Atletico Madrid,Pacos Ferreira,LaLiga,Liga NOS,7.20.,2016,
221,Arthur Masuaku,22,West Ham,Olympiacos,Premier League,Super League,7.10.,2016,
222,Rudy Gestede,28,Middlesbrough,Aston Villa,Premier League,Championship,7.10.,2016,
223,Denis Cheryshev,25,Villarreal CF,Real Madrid,LaLiga,LaLiga,7.00.,2016,
224,Konstantinos Mitroglou,28,Benfica,Fulham,Liga NOS,Championship,7.00.,2016,
225,Geronimo Rulli,24,Real Sociedad,Man City,LaLiga,Premier League,7.00.,2016,
226,Odil Akhmedov,29,SIPG,Krasnodar,Super League,Premier Liga,7.00.,2016,
227,Anwar El Ghazi,21,LOSC Lille,AFC Ajax,Ligue 1,Eredivisie,7.00.,2016,
228,Jonathas,27,Rubin Kazan,Real Sociedad,Premier Liga,LaLiga,7.00.,2016,
229,Martin Hinteregger,23,FC Augsburg,RB Salzburg,1.Bundesliga,Bundesliga,7.00.,2016,
230,Giuliano,26,Zenit S-Pb,Gremio,Premier Liga,Serie A,7.00.,2016,
231,Lewis Cook,19,Bournemouth,Leeds,Premier League,Championship,7.00.,2016,
232,Ismael Sosa,29,Tigres,Pumas,Liga MX Clausura,Liga MX Clausura,7.00.,2016,
233,Harold Preciado,22,SZ FC,Deportivo Cali,League One,Liga Aguila I,7.00.,2016,
234,Christian Kabasele,25,Watford,KRC Genk,Premier League,Jupiler Pro League,6.95.,2016,
235,Patrick Bamford,23,Middlesbrough,Chelsea,Premier League,Premier League,6.90.,2016,
236,Haiqing Cao,23,JS Suning,HZ Greentown,Super League,League One,6.87.,2016,
237,Hernan Toledo,20,Maldonado,CA Velez,Uruguay,Primera Division,6.75.,2016,
238,Matz Sels,24,Newcastle,KAA Gent,Championship,Jupiler Pro League,6.60.,2016,
239,Silvio Romero,27,America,Chiapas FC,Liga MX Clausura,Liga MX Clausura,6.60.,2016,
240,Grant Hanley,24,Newcastle,Blackburn,Championship,Championship,6.60.,2016,
241,Alex Telles,23,FC Porto,Galatasaray,Liga NOS,Super Lig,6.50.,2016,
242,Laurent Depoitre,27,FC Porto,KAA Gent,Liga NOS,Jupiler Pro League,6.50.,2016,
243,Matt Phillips,25,West Brom,QPR,Premier League,Championship,6.50.,2016,
244,Hiroshi Kiyotake,26,Sevilla FC,Hannover 96,LaLiga,2.Bundesliga,6.50.,2016,
245,Jhon Cordoba,23,1.FSV Mainz 05,Granada CF,1.Bundesliga,LaLiga,6.50.,2016,
246,Willy Boly,25,FC Porto,Braga,Liga NOS,Liga NOS,6.50.,2016,
247,Lys Mousset,20,Bournemouth,AC Le Havre,Premier League,Ligue 2,6.50.,2016,
248,Edimilson Fernandes,20,West Ham,FC Sion,Premier League,Super League,6.40.,2016,
249,Loris Karius,23,Liverpool,1.FSV Mainz 05,Premier League,1.Bundesliga,6.20.,2016,
250,Felipe,27,FC Porto,Corinthians,Liga NOS,Serie A,6.20.,2016,
1,Neymar,25,Paris SG,FC Barcelona,Ligue 1,LaLiga,222.00.,2017,
2,Ousmane Dembele,20,FC Barcelona,Bor. Dortmund,LaLiga,1.Bundesliga,105.00.,2017,
3,Romelu Lukaku,24,Man Utd,Everton,Premier League,Premier League,84.70.,2017,
4,Diego Costa,29,Atletico Madrid,Chelsea,LaLiga,Premier League,66.00.,2017,
5,Alvaro Morata,24,Chelsea,Real Madrid,Premier League,LaLiga,62.00.,2017,
6,Benjamin Mendy,23,Man City,Monaco,Premier League,Ligue 1,57.50.,2017,
7,Alexandre Lacazette,26,Arsenal,Olympique Lyon,Premier League,Ligue 1,53.00.,2017,
8,Kyle Walker,27,Man City,Spurs,Premier League,Premier League,51.00.,2017,
9,Bernardo Silva,22,Man City,Monaco,Premier League,Ligue 1,50.00.,2017,
10,Gylfi Sigurdsson,27,Everton,Swansea,Premier League,Premier League,49.40.,2017,
11,Nemanja Matic,29,Man Utd,Chelsea,Premier League,Premier League,44.70.,2017,
12,Leonardo Bonucci,30,AC Milan,Juventus,Serie A,Serie A,42.00.,2017,
13,Mohamed Salah,25,Liverpool,AS Roma,Premier League,Serie A,42.00.,2017,
14,Corentin Tolisso,22,Bayern Munich,Olympique Lyon,1.Bundesliga,Ligue 1,41.50.,2017,
15,Federico Bernardeschi,23,Juventus,Fiorentina,Serie A,Serie A,40.00.,2017,
16,Ederson,23,Man City,Benfica,Premier League,Liga NOS,40.00.,2017,
17,Tiemoue Bakayoko,22,Chelsea,Monaco,Premier League,Ligue 1,40.00.,2017,
18,Paulinho,29,FC Barcelona,GZ Evergrande,LaLiga,Super League,40.00.,2017,
19,Davinson Sanchez,21,Spurs,AFC Ajax,Premier League,Eredivisie,40.00.,2017,
20,Alex Oxlade-Chamberlain,24,Liverpool,Arsenal,Premier League,Premier League,38.00.,2017,
21,Andre Silva,21,AC Milan,FC Porto,Serie A,Liga NOS,38.00.,2017,
22,Danny Drinkwater,27,Chelsea,Leicester,Premier League,Premier League,37.90.,2017,
23,Vitolo,27,Atletico Madrid,Sevilla FC,LaLiga,LaLiga,36.00.,2017,
24,Antonio Rudiger,24,Chelsea,AS Roma,Premier League,Serie A,35.00.,2017,
25,Victor Lindelof,22,Man Utd,Benfica,Premier League,Liga NOS,35.00.,2017,
26,Anthony Modeste,29,TJ Quanjian,1. FC Koln,Super League,1.Bundesliga,34.70.,2017,
27,Nelson Semedo,23,FC Barcelona,Benfica,LaLiga,Liga NOS,30.50.,2017,
28,Keita Balde,22,Monaco,Lazio,Ligue 1,Serie A,30.00.,2017,
29,Danilo,26,Man City,Real Madrid,Premier League,LaLiga,30.00.,2017,
30,Theo Hernandez,19,Real Madrid,Atletico Madrid,LaLiga,LaLiga,30.00.,2017,
31,Michael Keane,24,Everton,Burnley,Premier League,Premier League,28.50.,2017,
32,Jordan Pickford,23,Everton,Sunderland,Premier League,Championship,28.50.,2017,
33,Mamadou Sakho,27,Crystal Palace,Liverpool,Premier League,Premier League,28.20.,2017,
34,Kelechi Iheanacho,20,Leicester,Man City,Premier League,Premier League,27.70.,2017,
35,Davy Klaassen,24,Everton,AFC Ajax,Premier League,Eredivisie,27.00.,2017,
36,Youri Tielemans,20,Monaco,RSC Anderlecht,Ligue 1,Jupiler Pro League,25.00.,2017,
37,Andrey Yarmolenko,27,Bor. Dortmund,Dynamo Kyiv,1.Bundesliga,Premier Liga,25.00.,2017,
38,Serge Aurier,24,Spurs,Paris SG,Premier League,Ligue 1,25.00.,2017,
39,Andrea Conti,23,AC Milan,Atalanta,Serie A,Serie A,25.00.,2017,
40,Davide Zappacosta,25,Chelsea,Torino,Premier League,Serie A,25.00.,2017,
41,Adrien Silva,28,Leicester,Sporting CP,Premier League,Liga NOS,24.50.,2017,
42,Matias Vecino,25,Inter,Fiorentina,Serie A,Serie A,24.00.,2017,
43,Lucas Alario,24,Bay. Leverkusen,River Plate,1.Bundesliga,Primera Division,24.00.,2017,
44,Leandro Paredes,23,Zenit S-Pb,AS Roma,Premier Liga,Serie A,23.00.,2017,
45,Milan Skriniar,22,Inter,Sampdoria,Serie A,Serie A,23.00.,2017,
46,Nathan Ake,22,Bournemouth,Chelsea,Premier League,Premier League,22.80.,2017,
47,Marko Arnautovic,28,West Ham,Stoke City,Premier League,Premier League,22.30.,2017,
48,Hakan Calhanoglu,23,AC Milan,Bay. Leverkusen,Serie A,1.Bundesliga,22.00.,2017,
49,Kingsley Coman,21,Bayern Munich,Juventus,1.Bundesliga,Serie A,21.00.,2017,
50,Andre Gray,26,Watford,Burnley,Premier League,Premier League,20.40.,2017,
51,Blaise Matuidi,30,Juventus,Paris SG,Serie A,Ligue 1,20.00.,2017,
52,Juan Cuadrado,29,Juventus,Chelsea,Serie A,Premier League,20.00.,2017,
53,Niklas Sule,21,Bayern Munich,TSG Hoffenheim,1.Bundesliga,1.Bundesliga,20.00.,2017,
54,Luis Muriel,26,Sevilla FC,Sampdoria,LaLiga,Serie A,20.00.,2017,
55,Kevin Kampl,26,RB Leipzig,Bay. Leverkusen,1.Bundesliga,1.Bundesliga,20.00.,2017,
56,Maximilian Philipp,23,Bor. Dortmund,SC Freiburg,1.Bundesliga,1.Bundesliga,20.00.,2017,
57,Oliver Torres,22,FC Porto,Atletico Madrid,Liga NOS,LaLiga,20.00.,2017,
58,Nikola Maksimovic,25,SSC Napoli,Torino,Serie A,Serie A,20.00.,2017,
59,Dalbert,23,Inter,OGC Nice,Serie A,Ligue 1,20.00.,2017,
60,Kevin Wimmer,24,Stoke City,Spurs,Premier League,Premier League,19.40.,2017,
61,Nabil Bentaleb,22,FC Schalke 04,Spurs,1.Bundesliga,Premier League,19.00.,2017,
62,Mateo Musacchio,26,AC Milan,Villarreal CF,Serie A,LaLiga,18.00.,2017,
63,Ricardo Rodriguez,24,AC Milan,VfL Wolfsburg,Serie A,1.Bundesliga,18.00.,2017,
64,Ruben Neves,20,Wolves,FC Porto,Championship,Liga NOS,17.90.,2017,
65,Chicharito,29,West Ham,Bay. Leverkusen,Premier League,1.Bundesliga,17.80.,2017,
66,Britt Assombalonga,24,Middlesbrough,Nottm Forest,Championship,Championship,17.10.,2017,
67,Lucas Biglia,31,AC Milan,Lazio,Serie A,Serie A,17.00.,2017,
68,Medhi Benatia,30,Juventus,Bayern Munich,Serie A,1.Bundesliga,17.00.,2017,
69,Matthias Ginter,23,Bor. M'gladbach,Bor. Dortmund,1.Bundesliga,1.Bundesliga,17.00.,2017,
70,John Anthony Brooks,24,VfL Wolfsburg,Hertha BSC,1.Bundesliga,1.Bundesliga,17.00.,2017,
71,Mario Lemina,23,Southampton,Juventus,Premier League,Serie A,17.00.,2017,
72,Jhon Cordoba,24,1. FC Koln,1.FSV Mainz 05,1.Bundesliga,1.Bundesliga,17.00.,2017,
73,Ismaila Sarr,19,Stade Rennais,FC Metz,Ligue 1,Ligue 1,17.00.,2017,
74,Dani Ceballos,20,Real Madrid,Real Betis,LaLiga,LaLiga,16.50.,2017,
75,Wesley Hoedt,23,Southampton,Lazio,Premier League,Serie A,16.40.,2017,
76,Chris Wood,25,Burnley,Leeds,Premier League,Championship,16.40.,2017,
77,Sam Clucas,26,Swansea,Hull City,Premier League,Championship,16.30.,2017,
78,Simone Zaza,26,Valencia CF,Juventus,LaLiga,Serie A,16.00.,2017,
79,Yuri Berchiche,27,Paris SG,Real Sociedad,Ligue 1,LaLiga,16.00.,2017,
80,Emanuel Mammana,21,Zenit S-Pb,Olympique Lyon,Premier Liga,Ligue 1,16.00.,2017,
81,Jean-Kevin Augustin,20,RB Leipzig,Paris SG,1.Bundesliga,Ligue 1,16.00.,2017,
82,Oliver Burke,20,West Brom,RB Leipzig,Premier League,1.Bundesliga,15.20.,2017,
83,Fernando Llorente,32,Spurs,Swansea,Premier League,Premier League,15.10.,2017,
84,Jose Izquierdo,25,Brighton,Club Brugge,Premier League,Jupiler Pro League,15.00.,2017,
85,Konstantinos Mitroglou,29,Marseille,Benfica,Ligue 1,Liga NOS,15.00.,2017,
86,Giovanni Simeone,22,Fiorentina,Genoa,Serie A,Serie A,15.00.,2017,
87,Terence Kongolo,23,Monaco,Feyenoord,Ligue 1,Eredivisie,15.00.,2017,
88,Ignacio Camacho,27,VfL Wolfsburg,Malaga CF,1.Bundesliga,LaLiga,15.00.,2017,
89,Vicente Iborra,29,Leicester,Sevilla FC,Premier League,LaLiga,15.00.,2017,
90,Sebastian Driussi,21,Zenit S-Pb,River Plate,Premier Liga,Primera Division,15.00.,2017,
91,Enes Unal,20,Villarreal CF,Man City,LaLiga,Premier League,14.00.,2017,
92,Rick Karsdorp,22,AS Roma,Feyenoord,Serie A,Eredivisie,14.00.,2017,
93,Ruben Semedo,23,Villarreal CF,Sporting CP,LaLiga,Liga NOS,14.00.,2017,
94,Thiago Maia,20,LOSC Lille,Santos FC,Ligue 1,Serie A,14.00.,2017,
95,Jay Rodriguez,27,West Brom,Southampton,Premier League,Premier League,13.70.,2017,
96,Harry Maguire,24,Leicester,Hull City,Premier League,Championship,13.70.,2017,
97,Marten de Roon,26,Atalanta,Middlesbrough,Serie A,Championship,13.50.,2017,
98,Cengiz Under,20,AS Roma,Basaksehir,Serie A,Super Lig,13.40.,2017,
99,James Rodriguez,26,Bayern Munich,Real Madrid,1.Bundesliga,LaLiga,13.00.,2017,
100,Wilfried Bony,28,Swansea,Man City,Premier League,Premier League,13.00.,2017,
101,Davy Propper,25,Brighton,PSV Eindhoven,Premier League,Eredivisie,13.00.,2017,
102,Marko Rog,21,SSC Napoli,Dinamo Zagreb,Serie A,1.HNL,13.00.,2017,
103,Steve Mounie,22,Huddersfield,Montpellier,Premier League,Ligue 1,13.00.,2017,
104,Emre Mor,20,Celta de Vigo,Bor. Dortmund,LaLiga,1.Bundesliga,13.00.,2017,
105,Juan Foyth,19,Spurs,Estudiantes,Premier League,Primera Division,13.00.,2017,
106,Roque Mesa,28,Swansea,UD Las Palmas,Premier League,LaLiga,12.50.,2017,
107,Bruno Peres,27,AS Roma,Torino,Serie A,Serie A,12.50.,2017,
108,Bruma,22,RB Leipzig,Galatasaray,1.Bundesliga,Super Lig,12.50.,2017,
109,Simon Kjaer,28,Sevilla FC,Fenerbahce,LaLiga,Super Lig,12.50.,2017,
110,Yevhen Konoplyanka,27,FC Schalke 04,Sevilla FC,1.Bundesliga,LaLiga,12.50.,2017,
111,Sven Bender,28,Bay. Leverkusen,Bor. Dortmund,1.Bundesliga,1.Bundesliga,12.50.,2017,
112,Richarlison,20,Watford,Fluminense,Premier League,Serie A,12.40.,2017,
113,Wojciech Szczesny,27,Juventus,Arsenal,Serie A,Premier League,12.20.,2017,
114,Omer Toprak,27,Bor. Dortmund,Bay. Leverkusen,1.Bundesliga,1.Bundesliga,12.00.,2017,
115,Mahmoud Dahoud,21,Bor. Dortmund,Bor. M'gladbach,1.Bundesliga,1.Bundesliga,12.00.,2017,
116,Gerard Deulofeu,23,FC Barcelona,Everton,LaLiga,Premier League,12.00.,2017,
117,Pablo Fornals,21,Villarreal CF,Malaga CF,LaLiga,LaLiga,12.00.,2017,
118,Mattia De Sciglio,24,Juventus,AC Milan,Serie A,Serie A,12.00.,2017,
119,Gianluca Caprari,23,Sampdoria,Inter,Serie A,Serie A,12.00.,2017,
120,Adrian Ramos,31,CQ Dangdai Lif.,Bor. Dortmund,Super League,1.Bundesliga,12.00.,2017,
121,Denis Zakaria,20,Bor. M'gladbach,BSC Young Boys,1.Bundesliga,Super League,12.00.,2017,
122,Pedro Rocha,22,Spartak Moscow,Gremio,Premier Liga,Serie A,12.00.,2017,
123,Douglas Luiz,19,Man City,Vasco da Gama,Premier League,Serie A,12.00.,2017,
124,Jordan Rhodes,27,Sheff Wed,Middlesbrough,Championship,Championship,11.70.,2017,
125,Asmir Begovic,30,Bournemouth,Chelsea,Premier League,Premier League,11.50.,2017,
126,Martin Braithwaite,26,Middlesbrough,Toulouse,Championship,Ligue 1,11.30.,2017,
127,Jacob Murphy,22,Newcastle,Norwich,Premier League,Championship,11.30.,2017,
128,Florian Thauvin,24,Marseille,Newcastle,Ligue 1,Premier League,11.00.,2017,
129,Gabriel Paulista,26,Valencia CF,Arsenal,LaLiga,Premier League,11.00.,2017,
130,Stevan Jovetic,27,Monaco,Inter,Ligue 1,Serie A,11.00.,2017,
131,Nikola Vlasic,19,Everton,Hajduk Split,Premier League,1.HNL,10.80.,2017,
132,Rodrigo Bentancur,20,Juventus,Boca Juniors,Serie A,Primera Division,10.50.,2017,
133,Luiz Araujo,21,LOSC Lille,Sao Paulo,Ligue 1,Serie A,10.50.,2017,
134,Luiz Gustavo,29,Marseille,VfL Wolfsburg,Ligue 1,1.Bundesliga,10.00.,2017,
135,Lorenzo Pellegrini,21,AS Roma,Sassuolo,Serie A,Serie A,10.00.,2017,
136,Marco Benassi,22,Fiorentina,Torino,Serie A,Serie A,10.00.,2017,
137,Bertrand Traore,21,Olympique Lyon,Chelsea,Ligue 1,Premier League,10.00.,2017,
